nodename,batch,solution,version,git,task,data,timestamp,action,stderr,ret
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e8_1e1_0_0,1560753105.23694,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e8_1e1_0_0,1560753987.76115,finish,0,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e8_2e0_0_0,1560753987.78113,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e8_2e0_0_0,1560754660.54381,finish,0,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e8_1e2_0_1,1560754660.56476,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e8_1e2_0_1,1560756051.521,finish,0,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_1e2_0_0,1560756051.54026,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_1e2_0_0,1560763271.54544,finish,1,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_1e1_0_0,1560763271.62296,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_1e1_0_0,1560770491.62774,finish,1,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_2e0_0_0,1560770491.69077,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_2e0_0_0,1560777711.69532,finish,1,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_1e2_0_1,1560777711.71425,start,,
mr-dl11,1560679343,pydatatable,0.8.0,4c8025320968d4967e3eeb8184f6926c23677a05,groupby,G1_1e9_1e2_0_1,1560783926.73877,finish,0,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e7_1e2_0_0,1560783926.97314,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e7_1e1_0_0,1560783927.10086,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e7_2e0_0_0,1560783927.14184,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e7_1e2_0_1,1560783927.18533,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e8_1e2_0_0,1560783927.2201,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e8_1e1_0_0,1560783927.26906,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e8_2e0_0_0,1560783927.30231,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e8_1e2_0_1,1560783927.34103,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e9_1e2_0_0,1560783927.38147,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e9_1e1_0_0,1560783927.41414,skip,6,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e9_2e0_0_0,1560783927.4321,skip,34,
mr-dl11,1560679343,spark,2.4.3,,groupby,G1_1e9_1e2_0_1,1560783927.48693,skip,6,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e7_1e2_0_0,1560783927.5145,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e7_1e1_0_0,1560783927.57219,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e7_2e0_0_0,1560783927.5889,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e7_1e2_0_1,1560783927.60556,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e8_1e2_0_0,1560783927.62238,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e8_1e1_0_0,1560783927.63846,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e8_2e0_0_0,1560783927.65444,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e8_1e2_0_1,1560783927.67065,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e9_1e2_0_0,1560783927.68669,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e9_1e1_0_0,1560783927.70097,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e9_2e0_0_0,1560783927.71438,skip,0,
mr-dl11,1560679343,dask,1.2.2,fb407f57188a8ff719ee6f0b051cabb8a84faf2c,groupby,G1_1e9_1e2_0_1,1560783927.74574,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_1e2_0_0,1560783927.77,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_1e1_0_0,1560783927.80672,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_2e0_0_0,1560783927.82167,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_1e2_0_1,1560783927.83799,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e8_1e2_0_0,1560783927.85423,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e8_1e1_0_0,1560783927.8731,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e8_2e0_0_0,1560783927.88811,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e8_1e2_0_1,1560783927.90383,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e9_1e2_0_0,1560783927.92006,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e9_1e1_0_0,1560783927.93382,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e9_2e0_0_0,1560783927.94724,skip,0,
mr-dl11,1560679343,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e9_1e2_0_1,1560783927.96062,skip,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_1e2_0_0,1561623414.77614,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_1e2_0_0,1561623439.15587,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_1e1_0_0,1561623439.17972,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_1e1_0_0,1561623481.075,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_2e0_0_0,1561623481.10148,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_2e0_0_0,1561623608.87838,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_1e2_0_1,1561623608.8974,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e7_1e2_0_1,1561623628.8084,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_1e2_0_0,1561623628.82459,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_1e2_0_0,1561623844.35424,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_1e1_0_0,1561623844.37164,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_1e1_0_0,1561624276.81415,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_2e0_0_0,1561624276.83287,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_2e0_0_0,1561625570.93762,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_1e2_0_1,1561625570.95555,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e8_1e2_0_1,1561625735.00264,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_1e2_0_0,1561625735.02051,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_1e2_0_0,1561628209.27359,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_1e1_0_0,1561628209.40487,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_1e1_0_0,1561633799.41496,finish,0,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_2e0_0_0,1561633799.4432,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_2e0_0_0,1561641019.46717,finish,1,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_1e2_0_1,1561641019.675,start,,
mr-dl11,1561622878,data.table,1.12.3,dbb0d0b196530f52c6d54d6f2195bda48a955e78,groupby,G1_1e9_1e2_0_1,1561642903.34537,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_1e2_0_0,1561642903.39845,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_1e2_0_0,1561644907.92807,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_1e1_0_0,1561644907.94687,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_1e1_0_0,1561645127.41513,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_2e0_0_0,1561645127.43672,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_2e0_0_0,1561645453.07051,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_1e2_0_1,1561645453.09081,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e7_1e2_0_1,1561646943.89327,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_1e2_0_0,1561646943.91397,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_1e2_0_0,1561654144.59715,finish,4,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_1e1_0_0,1561654144.61461,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_1e1_0_0,1561656049.13121,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_2e0_0_0,1561656050.09816,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_2e0_0_0,1561658598.54759,finish,0,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_1e2_0_1,1561658599.62911,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e8_1e2_0_1,1561665800.81716,finish,4,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_1e2_0_0,1561665800.83514,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_1e2_0_0,1561673019.36157,finish,4,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_1e1_0_0,1561673019.4173,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_1e1_0_0,1561680239.45994,finish,5,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_2e0_0_0,1561680239.52522,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_2e0_0_0,1561687459.57374,finish,1,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_1e2_0_1,1561687459.65033,start,,
mr-dl11,1561622878,dplyr,0.8.1.9000,9a99bf8cc321990ff0b5b1e3fd99f8b265eedd61,groupby,G1_1e9_1e2_0_1,1561694666.52767,finish,4,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e7_1e2_0_0,1561694666.57839,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e7_1e1_0_0,1561694666.64641,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e7_2e0_0_0,1561694666.66351,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e7_1e2_0_1,1561694666.68097,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e8_1e2_0_0,1561694666.6991,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e8_1e1_0_0,1561694666.72499,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e8_2e0_0_0,1561694666.74312,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e8_1e2_0_1,1561694666.75888,skip,0,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e9_1e2_0_0,1561694666.7765,skip,6,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e9_1e1_0_0,1561694666.81248,skip,6,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e9_2e0_0_0,1561694666.83722,skip,6,
mr-dl11,1561622878,pandas,0.24.2,cb00deb94500205fcb27a33cc1d0df79a9727f8b,groupby,G1_1e9_1e2_0_1,1561694666.85676,skip,6,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_1e2_0_0,1561694666.89257,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_1e2_0_0,1561694756.58553,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_1e1_0_0,1561694756.61167,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_1e1_0_0,1561694855.42274,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_2e0_0_0,1561694855.44184,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_2e0_0_0,1561694921.41974,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_1e2_0_1,1561694921.43925,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e7_1e2_0_1,1561695000.17328,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_1e2_0_0,1561695000.18975,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_1e2_0_0,1561697001.30527,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_1e1_0_0,1561697001.32718,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_1e1_0_0,1561697911.42638,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_2e0_0_0,1561697911.44317,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_2e0_0_0,1561698530.40827,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_1e2_0_1,1561698530.42835,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e8_1e2_0_1,1561700149.50863,finish,0,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_1e2_0_0,1561700149.52965,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_1e2_0_0,1561707369.53555,finish,1,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_1e1_0_0,1561707369.58529,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_1e1_0_0,1561714589.60329,finish,1,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_2e0_0_0,1561714589.67051,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_2e0_0_0,1561721809.67438,finish,1,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_1e2_0_1,1561721809.71581,start,,
mr-dl11,1561622878,pydatatable,0.8.0,9833328bc6497a25ffcfd6674309e0f10e737760,groupby,G1_1e9_1e2_0_1,1561728545.26977,finish,0,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e7_1e2_0_0,1561728545.40534,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e7_1e1_0_0,1561728545.4687,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e7_2e0_0_0,1561728545.49243,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e7_1e2_0_1,1561728545.51119,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e8_1e2_0_0,1561728545.53158,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e8_1e1_0_0,1561728545.57113,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e8_2e0_0_0,1561728545.59594,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e8_1e2_0_1,1561728545.6205,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e9_1e2_0_0,1561728545.64199,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e9_1e1_0_0,1561728545.66199,skip,6,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e9_2e0_0_0,1561728545.68316,skip,34,
mr-dl11,1561622878,spark,2.4.3,,groupby,G1_1e9_1e2_0_1,1561728545.70451,skip,6,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_1e2_0_0,1561728545.73515,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_1e2_0_0,1561728756.87638,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_1e1_0_0,1561728756.89629,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_1e1_0_0,1561728899.46488,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_2e0_0_0,1561728899.48445,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_2e0_0_0,1561729100.44108,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_1e2_0_1,1561729100.46061,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e7_1e2_0_1,1561729302.00104,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_1e2_0_0,1561729302.01867,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_1e2_0_0,1561731374.89637,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_1e1_0_0,1561731374.91551,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_1e1_0_0,1561734505.23868,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_2e0_0_0,1561734505.25637,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_2e0_0_0,1561739104.27104,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_1e2_0_1,1561739104.28994,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e8_1e2_0_1,1561741362.62259,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_1e2_0_0,1561741362.64133,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_1e2_0_0,1561745603.48734,finish,0,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_1e1_0_0,1561745604.37688,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_1e1_0_0,1561749825.61209,finish,34,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_2e0_0_0,1561749826.08464,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_2e0_0_0,1561754004.17502,finish,46,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_1e2_0_1,1561754004.65579,start,,
mr-dl11,1561622878,dask,2.0.0,22b32a53a9d3293859b47d8bd3352f78b47bc8b0,groupby,G1_1e9_1e2_0_1,1561757548.73087,finish,0,
mr-dl11,1561622878,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_1e2_0_0,1561757549.4385,skip,0,
mr-dl11,1561622878,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_1e1_0_0,1561757549.49808,skip,0,
mr-dl11,1561622878,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_2e0_0_0,1561757549.5164,skip,0,
mr-dl11,1561622878,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e7_1e2_0_1,1561757549.5468,skip,0,
mr-dl11,1561622878,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e8_1e2_0_0,1561757549.56593,skip,0,
mr-dl11,1561622878,juliadf,0.18.3,279baa6358fd5e944deccab88434f69c74cfc722,groupby,G1_1e8_1e1_0_0,1561757549.59706,skip,0,
