nodename,batch,solution,version,git,task,data,timestamp,action,stderr,ret
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e7_1e2_0_1,1614272329.18599,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e7_1e2_5_0,1614272329.20542,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e8_1e2_0_0,1614272329.22486,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e8_1e1_0_0,1614272329.24414,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e8_2e0_0_0,1614272329.26689,skip,48,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e8_1e2_0_1,1614272329.29789,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e8_1e2_5_0,1614272329.31496,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e9_1e2_0_0,1614272329.33401,skip,11,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e9_1e1_0_0,1614272329.35168,skip,13,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e9_2e0_0_0,1614272329.36815,skip,13,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e9_1e2_0_1,1614272329.38825,skip,11,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,groupby,G1_1e9_1e2_5_0,1614272329.40603,skip,19,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e7_NA_0_0,1614272329.42804,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e7_NA_5_0,1614272329.44683,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e7_NA_0_1,1614272329.46576,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e8_NA_0_0,1614272329.48349,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e8_NA_5_0,1614272329.50196,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e8_NA_0_1,1614272329.52074,skip,0,0
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e9_NA_0_0,1614272329.53665,skip,20,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e9_NA_5_0,1614272329.55523,skip,19,1
mr-dl11,1614272271,juliadf,0.22.5,b0db5579803eabb33f1274ca7ca2f472fdfb7f2a,join,J1_1e9_NA_0_1,1614272329.58629,skip,17,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e7_1e2_0_0,1614272329.6103,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e7_1e1_0_0,1614272329.62935,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e7_2e0_0_0,1614272329.64748,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e7_1e2_0_1,1614272329.6652,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e7_1e2_5_0,1614272329.68353,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e8_1e2_0_0,1614272329.70206,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e8_1e1_0_0,1614272329.71836,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e8_2e0_0_0,1614272329.7373,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e8_1e2_0_1,1614272329.75349,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e8_1e2_5_0,1614272329.77372,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e9_1e2_0_0,1614272329.79231,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e9_1e1_0_0,1614272329.81064,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e9_2e0_0_0,1614272329.82917,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e9_1e2_0_1,1614272329.84653,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,groupby,G1_1e9_1e2_5_0,1614272329.86946,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e7_NA_0_0,1614272329.89126,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e7_NA_5_0,1614272329.90904,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e7_NA_0_1,1614272329.93,skip,0,0
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e8_NA_0_0,1614272329.94812,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e8_NA_5_0,1614272329.96655,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e8_NA_0_1,1614272329.98851,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e9_NA_0_0,1614272330.00731,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e9_NA_5_0,1614272330.02534,skip,9,1
mr-dl11,1614272271,cudf,0.16.0,,join,J1_1e9_NA_0_1,1614272330.04234,skip,9,1
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e7_1e2_0_0,1614272330.06628,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e7_1e1_0_0,1614272330.08341,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e7_2e0_0_0,1614272330.10188,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e7_1e2_0_1,1614272330.11961,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e7_1e2_5_0,1614272330.13642,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e8_1e2_0_0,1614272330.15777,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e8_1e1_0_0,1614272330.17615,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e8_2e0_0_0,1614272330.19214,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e8_1e2_0_1,1614272330.21017,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e8_1e2_5_0,1614272330.22873,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e9_1e2_0_0,1614272330.2461,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e9_1e1_0_0,1614272330.26374,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e9_2e0_0_0,1614272330.28224,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e9_1e2_0_1,1614272330.3,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,groupby,G1_1e9_1e2_5_0,1614272330.31551,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e7_NA_0_0,1614272330.33615,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e7_NA_5_0,1614272330.35476,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e7_NA_0_1,1614272330.37277,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e8_NA_0_0,1614272330.39135,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e8_NA_5_0,1614272330.41019,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e8_NA_0_1,1614272330.42808,skip,0,0
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e9_NA_0_0,1614272330.45319,skip,4,1
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e9_NA_5_0,1614272330.48161,skip,4,1
mr-dl11,1614272271,clickhouse,20.9.3.45,,join,J1_1e9_NA_0_1,1614272330.49948,skip,4,1
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e2_0_0,1614272330.52892,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e2_0_0,1614272357.00331,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e1_0_0,1614272372.01871,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e1_0_0,1614272409.49432,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_2e0_0_0,1614272424.50969,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_2e0_0_0,1614272483.88417,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e2_0_1,1614272498.89952,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e2_0_1,1614272525.64222,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e2_5_0,1614272540.6576,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e7_1e2_5_0,1614272570.76624,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e2_0_0,1614272585.78191,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e2_0_0,1614272908.1895,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e1_0_0,1614272923.20487,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e1_0_0,1614273346.9624,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_2e0_0_0,1614273361.97759,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_2e0_0_0,1614274057.89861,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e2_0_1,1614274072.91397,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e2_0_1,1614274388.69253,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e2_5_0,1614274403.70788,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e8_1e2_5_0,1614274759.48422,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e2_0_0,1614274774.49961,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e2_0_0,1614277684.28787,finish,1,137
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e1_0_0,1614277699.30291,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e1_0_0,1614280119.30132,finish,1,137
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_2e0_0_0,1614280134.31632,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_2e0_0_0,1614283122.31018,finish,1,137
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e2_0_1,1614283137.32524,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e2_0_1,1614286050.42482,finish,1,137
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e2_5_0,1614286065.43974,start,,
mr-dl11,1614272271,polars,0.6.5,,groupby,G1_1e9_1e2_5_0,1614289273.69159,finish,1,137
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e7_NA_0_0,1614289288.70663,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e7_NA_0_0,1614289361.75586,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e7_NA_5_0,1614289376.77122,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e7_NA_5_0,1614289433.83211,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e7_NA_0_1,1614289448.8475,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e7_NA_0_1,1614289505.57962,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e8_NA_0_0,1614289520.59499,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e8_NA_0_0,1614290207.68988,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e8_NA_5_0,1614290222.70519,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e8_NA_5_0,1614290916.76405,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e8_NA_0_1,1614290931.77939,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e8_NA_0_1,1614291636.28465,finish,0,0
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e9_NA_0_0,1614291651.30005,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e9_NA_0_0,1614293484.92846,finish,2,134
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e9_NA_5_0,1614293499.94384,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e9_NA_5_0,1614295367.41865,finish,2,134
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e9_NA_0_1,1614295382.4339,start,,
mr-dl11,1614272271,polars,0.6.5,,join,J1_1e9_NA_0_1,1614297066.49456,finish,2,134
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e7_1e2_0_0,1614297066.58777,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e7_1e1_0_0,1614297066.65827,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e7_2e0_0_0,1614297066.68839,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e7_1e2_0_1,1614297066.71981,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e7_1e2_5_0,1614297066.74068,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e8_1e2_0_0,1614297066.76181,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e8_1e1_0_0,1614297066.78197,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e8_2e0_0_0,1614297066.80255,skip,4,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e8_1e2_0_1,1614297066.82297,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e8_1e2_5_0,1614297066.84427,skip,0,0
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e9_1e2_0_0,1614297066.86686,skip,26,1
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e9_1e1_0_0,1614297066.88847,skip,26,1
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e9_2e0_0_0,1614297066.90968,skip,5,1
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e9_1e2_0_1,1614297066.92923,skip,26,1
mr-dl11,1614272271,arrow,3.0.0,,groupby,G1_1e9_1e2_5_0,1614297066.95643,skip,26,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e7_NA_0_0,1614297066.98455,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e7_NA_5_0,1614297067.00683,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e7_NA_0_1,1614297067.02685,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e8_NA_0_0,1614297067.04701,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e8_NA_5_0,1614297067.06691,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e8_NA_0_1,1614297067.08764,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e9_NA_0_0,1614297067.10884,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e9_NA_5_0,1614297067.13002,skip,1,1
mr-dl11,1614272271,arrow,3.0.0,,join,J1_1e9_NA_0_1,1614297067.15075,skip,1,1
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e2_0_0,1614590529.85315,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e2_0_0,1614590554.7205,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e1_0_0,1614590569.73592,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e1_0_0,1614590636.69403,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_2e0_0_0,1614590651.70938,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_2e0_0_0,1614590914.77068,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e2_0_1,1614590929.78605,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e2_0_1,1614590952.4248,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e2_5_0,1614590967.44019,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e7_1e2_5_0,1614590996.62074,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e2_0_0,1614591011.63615,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e2_0_0,1614591264.49342,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e1_0_0,1614591279.50881,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e1_0_0,1614592031.42597,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_2e0_0_0,1614592046.44133,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_2e0_0_0,1614594480.8862,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e2_0_1,1614594495.90155,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e2_0_1,1614594706.26583,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e2_5_0,1614594721.28119,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e8_1e2_5_0,1614594976.12782,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e2_0_0,1614594991.12946,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e2_0_0,1614597934.58432,finish,3,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e1_0_0,1614597949.59959,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e1_0_0,1614607872.50326,finish,3,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_2e0_0_0,1614607887.5185,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_2e0_0_0,1614618707.62502,finish,1,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e2_0_1,1614618722.64039,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e2_0_1,1614621183.389,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e2_5_0,1614621198.40407,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby,G1_1e9_1e2_5_0,1614624049.85483,finish,3,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e7_NA_0_0,1614624064.87008,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e7_NA_0_0,1614624294.19698,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e7_NA_5_0,1614624309.21236,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e7_NA_5_0,1614624524.66658,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e7_NA_0_1,1614624539.68194,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e7_NA_0_1,1614624726.7452,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e8_NA_0_0,1614624741.76058,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e8_NA_0_0,1614627495.63125,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e8_NA_5_0,1614627510.64663,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e8_NA_5_0,1614630127.52195,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e8_NA_0_1,1614630142.53736,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e8_NA_0_1,1614632632.05293,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e9_NA_0_0,1614632647.06858,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e9_NA_0_0,1614636336.11623,finish,6,1
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e9_NA_5_0,1614636351.11742,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e9_NA_5_0,1614640039.72679,finish,1,137
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e9_NA_0_1,1614640054.74163,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,join,J1_1e9_NA_0_1,1614643246.91347,finish,6,1
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby2014,G0_1e7_1e2_0_0,1614643261.9282,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby2014,G0_1e7_1e2_0_0,1614643277.03493,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby2014,G0_1e8_1e2_0_0,1614643292.05032,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby2014,G0_1e8_1e2_0_0,1614643437.89536,finish,0,0
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby2014,G0_1e9_1e2_0_0,1614643452.91077,start,,
mr-dl11,1614590447,data.table,1.14.1,3fa8b20435d33b3d4b5c26fd9b0ac14c10b98800,groupby2014,G0_1e9_1e2_0_0,1614645089.88149,finish,0,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e7_1e2_0_0,1614645089.98035,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e7_1e1_0_0,1614645090.08399,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e7_2e0_0_0,1614645090.12289,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e7_1e2_0_1,1614645090.15047,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e7_1e2_5_0,1614645090.17474,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e8_1e2_0_0,1614645090.22844,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e8_1e1_0_0,1614645090.25489,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e8_2e0_0_0,1614645090.29109,skip,10,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e8_1e2_0_1,1614645090.33199,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e8_1e2_5_0,1614645090.3526,skip,8,0
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e9_1e2_0_0,1614645090.38652,skip,21,1
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e9_1e1_0_0,1614645090.40763,skip,21,1
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e9_2e0_0_0,1614645090.43658,skip,23,1
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e9_1e2_0_1,1614645090.47335,skip,21,1
mr-dl11,1614590447,dplyr,1.0.4,,groupby,G1_1e9_1e2_5_0,1614645090.49405,skip,21,1
